,2),My lander will drive a new model Mercedes safety car for the first time this weekend. ,,,,,,FALSE,,,,,,,,,,,,,,,,9,Lindblad,Lawson,Gasly,Lindblad,Incomplete,Lindblad,Bortoleto,9,Hulkenburg,Lawson,Gasly,Lindblad,Incomplete,Lawson,Gasly
,3),,,,,,,FALSE,,,,,,,,,,,,,,,,10,Hulkenburg,Lindblad,Lindblad,Gasly,Incomplete,Bortoleto,Gasly,10,Lindblad,Lindblad,Lawson,Lawson,Incomplete,Bortoleto,Colapinto
Mom,1),,,,,,,FALSE,0,,,,,,,,,,,,,,,,SCORE,,,,,,,11,Bortoleto,Gasly,Lindblad,Gasly,Incomplete,Lindblad,Bortoleto
,2),,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,12,Gasly,Colapinto,Colapinto,Bortoleto,Incomplete,Hulkenburg,Lindblad
,3),,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,13,Stroll,Ocon,Bortoleto,Colapinto,Incomplete,Gasly,Hulkenburg
Quincey,1),A racing bull finishes better than a red bull in both qualifying and the race. ,,,,,,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,14,Alonso,Bearman,Ocon,Bearman,Incomplete,Albon,Ocon
,2),Half or more of Q3 is midfield/backfield teams. ,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,15,Colapinto,Bortoleto,Hulkenburg,Hulkenburg,Incomplete,Bearman,Albon
,3),Both Williams cars cause another person to DNF in the race,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,16,Ocon,Hulkenburg,Alonso,Sainz,Incomplete,Sainz,Bearman
Wynn,1),,,,,,,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,17,Albon,Alonso,Sainz,Albon,Incomplete,Perez,Bottas
,2),,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,18,Sainz,Albon,Stroll,Perez,Incomplete,Alonso,Alonso
,3),,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,19,Bearman,Stroll,Bearman,Alonso,Incomplete,Bottas,Perez
Paige,1),Ferrari will have a strategy fail that is ultimately causes a driver to miss out on a podium ,,,,,,FALSE,3,,,,,,,,,,,,,,,,,,,,,,,20,Piastri,Sainz,Albon,Stroll,Incomplete,Stroll,Hadjar
,2),Hadjar will finish higher than both racing bulls for EVERY session this weekend,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,21,Perez,Perez,Bottas,Bottas,Incomplete,Ocon,Stroll
,3),VESTI COMEBACK finishes top 5 in the practice session he's in,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,22,Bottas,Bottas,Perez,Ocon,Incomplete,Colapinto,Sainz
Rees,1),George not in top 3 of any practice sessions,,,,,,TRUE,3,,,,,,,,,,,,,,,,,,,,,,,,SCORE,,,,,,
,2),Alexandra Leclerc shown during race,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3),Antonelli almost gets penalized for track limits,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
