,2),One of the Ferrari drivers drops the F-bomb on TV,,,,,,FALSE,,,,,,,,,,,,,,,,9,Lindblad,Sainz,Hulkenburg,Hadjar,Bearman,Hadjar,Sainz,9,Bortoleto,Sainz,Hulkenburg,Gasly,Albon,Gasly,Albon
,3),Both Cadillac's finish 2 laps down,,,,,,FALSE,,,,,,,,,,,,,,,,10,Bortoleto,Albon,Antonelli,Albon,Hadjar,Bearman,Lawson,10,Gasly,Albon,Antonelli,Hadjar,Bearman,Hadjar,Bearman
Mom,1),Russel sprays champagne in Verstappens face while manically laughing,,,,,,FALSE,0,,,,,,,,,,,,,,,,SCORE,20,12,13,9,16,12,11,Ocon,Hulkenburg,Albon,Albon,Hadjar,Ocon,Lawson
,2),Linbland wipes tears from his eyes,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,12,Albon,Bearman,Bortoleto,Lindblad,Lawson,Albon,Hulkenburg
,3),News is shared about Russel's girlfriend being in the hospital,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,13,Lawson,Bortoleto,Alonso,Sainz,Hulkenburg,Lindblad,Lindblad
Quincey,1),Someone jumps 10 positions on the start,,,,,,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,14,Colapinto,Ocon,Gasly,Bortoleto,Ocon,Hulkenburg,Ocon
,2),Kim Kardashian shown on screen,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,15,Sainz,Lawson,Ocon,Bearman,Lindblad,Sainz,Hadjar
,3),Both Aston Martins DNS,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,16,Perez,Lindblad,Lawson,Lawson,Gasly,Lawson,Bortoleto
Wynn,1),4 cars DNF,,,,,,TRUE,6,,,,,,,,,,,,,,,,,,,,,,,17,Stroll,Gasly,Colapinto,Hulkenburg,Perez,Perez,Gasly
,2),ferrari bad strat,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,18,Alonso,Colapinto,Lindblad,Perez,Bortoleto,Colapinto,Colapinto
,3),2 cars high five and someone gets really mad ab it,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,19,Bottas,Alonso,Stroll,Colapinto,Bottas,Bortoleto,Bottas
Paige,1),Both Aston Martins DNS (AND IM NOTJUST COPYING QUINCEY I SWEAR),,,,,,FALSE,6,,,,,,,,,,,,,,,,,,,,,,,20,Hadjar,Stroll,Bearman,Bottas,Colapinto,Bottas,Perez
,2),Leclerc goes to first on the start,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,21,Piastri,Bottas,Bottas,Stroll,Alonso,Stroll,Alonso
,3),Williams mechanical issue,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,22,Hulkenburg,Perez,Perez,Alonso,Stroll,Alonso,Stroll
Rees,1),A racing bulls causes a collision/contact,,,,,,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,SCORE,80,160,145,135,215,115
,2),Ferrari swap drivers,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3),McLaren slow stop,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Score By Session,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Session,Dad,Mom,Quincey,Wynn,Paige,Rees,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FP1,0,4,6,1,2,4,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FP2,4,1,1,2,3,2,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FP3,6,3,4,0,4,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Quali,20,12,13,9,16,12,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Race,80,160,145,135,215,115,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Bonus,0,0,0,6,3,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TOTAL SCORE,110,180,169,153,243,134,,,,,,,,,,,,,,,,,,,,,
