,2),Kim offers apology to Kimi for towel inchident ,,,,,,TRUE,,,,,,,,,,,,,,,,9,Hulkenburg,Gasly,Alonso,Hadjar,Lawson,Lawson,Gasly,9,Lindblad,Leclerc,Sainz,Hulkenburg,Gasly,Hadjar,Gasly
,3),One driver will get penalized for pit speed and they will not serve it during race. ,,,,,,FALSE,,,,,,,,,,,,,,,,10,Leclerc,Ocon,Sainz,Hulkenburg,Sainz,Hulkenburg,Albon,10,Colapinto,Ocon,Bearman,Bortoleto,Lawson,Hulkenburg,Albon
Mom,1),,,,,,,FALSE,0,,,,,,,,,,,,,,,,SCORE,16,16,26,21,22,11,11,Bortoleto,Sainz,Alonso,Lawson,Bearman,Lawson,Lawson
,2),,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,12,Sainz,Albon,Hulkenburg,Albon,Sainz,Bortoleto,Bearman
,3),,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,13,Ocon,Colapinto,Ocon,Gasly,Bortoleto,Sainz,Hulkenburg
Quincey,1),Both Audis make it to Q3,,,,,,FALSE,3,,,,,,,,,,,,,,,,,,,,,,,14,Perez,Bearman,Stroll,Colapinto,Hulkenburg,Colapinto,Ocon
,2),Someone makes 4+ pit stops during the race,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,15,Leclerc,Lindblad,Gasly,Sainz,Ocon,Ocon,Colapinto
,3),Announcers mention by name which manufacturer won Le Mans this year,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,16,Antonelli,Lawson,Lawson,Perez,Lindblad,Lindblad,Bearman
Wynn,1),,,,,,,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,17,Bearman,Hulkenburg,Bortoleto,Alonso,Albon,Alonso,Alonso
,2),,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,18,Albon,Bortoleto,Colapinto,Lindblad,Alonso,Albon,Stroll
,3),,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,19,Alonso,Alonso,Bottas,Stroll,Stroll,Perez,Bottas
Paige,1),VESTI FIRST PLACE IN HIS PRACTICE,,,,,,FALSE,3,,,,,,,,,,,,,,,,,,,,,,,20,Hulkenburg,Perez,Lindblad,Ocon,Perez,Stroll,Bortoleto
,2),Russell returns to podium,,,,,,TRUE (but stupid),,,,,,,,,,,,,,,,,,,,,,,,21,Bottas,Stroll,Perez,Bottas,Bottas,Bottas,Lindblad
,3),An Audi finished above both Alpine drivers and both Haas drivers,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,22,Stroll,Bottas,Albon,Bearman,Colapinto,Bearman,Sainz
Rees,1),During the race the commentators talk about the contact between Russell and Verstappen last year,,,,,,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,SCORE,145,170,105,160,150,130
,2),Hadjar punches his car,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3),Haas double points,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
